Date,T_degC,PO4uM,SiO3uM,NO2uM,NO3uM,Salnty,O2ml_L
04/05/2014,13.210,0.640,3.000,0.100,1.900,33.577,5.750
11/16/2014,12.820,0.640,2.800,0.090,3.200,33.408,5.830
04/04/2017,12.520,0.640,13.600,0.030,5.600,33.709,3.800
07/30/2003,13.580,0.650,3.000,0.040,0.600,33.580,6.040
07/16/2005,17.900,0.650,5.000,0.170,0.200,33.911,4.960
01/12/2008,12.160,0.650,7.400,0.120,4.900,33.609,5.960
01/27/2008,10.920,0.660,9.000,0.080,6.600,33.265,5.030
01/21/2009,11.430,0.660,7.000,0.060,5.400,33.410,5.690
11/07/2010,14.950,0.660,5.000,0.040,1.600,33.560,5.710
11/08/2010,14.950,0.660,5.000,0.040,1.600,33.560,5.710
10/29/2000,17.250,0.670,3.000,0.000,0.000,33.370,5.720
10/20/2003,13.460,0.670,3.300,0.040,1.000,33.582,5.990
04/18/2011,11.500,0.670,5.500,0.130,5.200,33.565,5.490
07/25/2001,17.080,0.680,3.000,0.040,0.900,33.706,5.790
04/27/2005,15.260,0.680,4.000,0.060,0.800,33.714,5.620
11/04/2005,14.050,0.680,7.000,0.140,2.200,33.637,5.180
10/26/2011,16.640,0.680,2.800,0.000,0.500,33.577,5.840
08/11/2017,15.140,0.680,7.000,0.070,5.700,33.566,4.590
01/19/2001,12.780,0.690,10.000,0.180,5.900,33.420,5.550
04/21/2003,12.790,0.690,3.700,0.080,2.600,33.253,6.050
07/03/2007,10.450,0.690,7.300,0.000,5.100,33.008,5.880
03/20/2009,13.650,0.690,5.000,0.020,4.300,33.530,5.680
11/05/2015,11.780,0.690,6.500,0.280,3.900,33.472,5.350
07/23/2016,10.720,0.690,10.500,0.050,5.200,33.326,4.960
10/22/2018,18.040,0.690,4.100,0.440,3.600,34.168,4.390
01/17/2016,11.840,0.700,7.800,0.080,4.600,33.489,5.080
11/06/2019,12.140,0.700,10.600,0.040,7.500,33.499,4.650
07/26/2001,16.850,0.720,4.000,0.090,0.900,33.700,5.870
10/25/2001,16.840,0.720,4.100,0.090,1.000,33.699,5.840
04/07/2008,14.080,0.720,2.000,0.090,5.700,33.550,6.370
11/06/2010,14.440,0.720,6.300,0.110,3.500,33.597,5.680
04/08/2013,10.430,0.720,10.600,0.060,8.100,33.455,5.010
07/26/2012,13.620,0.730,6.900,0.150,5.000,33.572,4.810
01/11/2013,11.930,0.730,7.600,0.150,5.800,33.624,5.070
01/10/2017,11.770,0.730,9.600,0.030,8.700,33.634,5.020
08/01/2011,14.490,0.740,6.700,0.200,5.000,33.664,5.140
02/04/2014,12.940,0.740,4.100,0.070,0.900,33.191,5.940
07/14/2001,17.220,0.750,3.000,0.090,0.400,33.553,5.810
04/15/2005,13.960,0.750,6.900,0.070,5.200,33.719,4.020
02/09/2006,14.360,0.750,5.800,0.020,3.300,33.725,4.920
11/22/2009,11.630,0.750,8.000,0.080,6.100,33.300,5.790
11/18/2013,11.730,0.750,5.300,0.050,4.800,33.292,5.500
11/18/2016,11.440,0.750,9.800,0.120,7.800,33.286,4.950
10/26/2001,16.380,0.760,4.600,0.080,1.700,33.696,5.540
01/06/2004,14.870,0.760,9.100,0.150,3.200,33.749,5.710
11/12/2010,11.680,0.760,6.000,0.090,6.700,33.250,5.600
11/13/2013,17.000,0.760,2.000,0.210,0.000,33.140,5.420
11/14/2013,17.000,0.760,2.000,0.210,0.000,33.140,5.420
11/08/2016,11.980,0.760,10.100,0.130,9.100,33.415,4.630
11/16/2019,11.710,0.760,6.500,0.030,6.200,33.476,5.320
11/02/2004,12.370,0.770,6.000,0.040,5.700,33.428,5.240
04/05/2006,13.450,0.770,1.000,0.120,5.700,33.547,6.420
04/05/2006,13.450,0.770,1.000,0.120,5.700,33.547,6.420
04/06/2006,13.430,0.770,1.000,0.130,5.700,33.546,6.350
04/06/2006,13.430,0.770,1.000,0.130,5.700,33.546,6.360
03/27/2008,13.110,0.770,6.000,0.000,6.500,33.490,5.640
10/18/2008,11.630,0.770,9.000,0.160,7.100,33.450,5.210
01/09/2016,11.670,0.770,9.100,0.060,5.800,33.360,4.810
11/10/2010,11.580,0.780,6.200,0.090,7.100,33.265,5.560
04/06/2018,17.830,0.780,7.000,0.330,5.900,34.136,4.040
11/17/2004,12.850,0.790,6.000,0.080,4.700,33.560,5.300
02/05/2014,14.910,0.790,3.000,0.070,0.000,33.145,5.990
04/10/2017,11.850,0.790,9.200,0.090,4.200,34.222,4.990
11/23/2017,10.710,0.790,13.000,0.030,11.500,33.567,4.160
04/12/2006,11.820,0.800,2.000,0.160,6.900,33.343,6.750
04/23/2008,13.180,0.800,2.000,0.090,6.500,33.550,6.620
01/11/2009,13.450,0.800,9.000,0.020,6.600,33.470,5.420
07/21/2009,10.670,0.800,9.000,0.010,8.000,33.240,5.230
10/19/2011,15.030,0.800,6.000,0.070,3.700,33.610,5.880
07/10/2012,12.050,0.800,6.700,0.160,8.300,33.796,5.520
01/27/2010,11.760,0.810,16.800,0.090,4.300,33.708,6.440
11/12/2013,16.840,0.810,2.900,0.030,0.000,33.131,5.610
04/06/2016,11.390,0.810,8.700,0.000,5.600,33.386,4.880
07/15/2016,10.640,0.810,10.000,0.070,9.300,33.488,4.980
11/09/2013,16.820,0.820,3.000,0.010,0.000,33.130,5.640
07/10/2000,11.540,0.830,19.000,0.340,4.400,33.460,4.770
11/17/2002,12.600,0.830,5.800,0.260,5.100,33.365,5.580
02/04/2003,11.930,0.830,6.900,0.120,6.200,33.567,5.250
01/22/2007,11.870,0.830,5.000,0.160,7.300,33.431,6.190
01/14/2009,13.150,0.830,10.000,0.170,7.300,33.580,5.220
03/10/2009,10.120,0.830,11.000,0.010,9.000,33.400,5.110
11/03/2010,13.930,0.830,7.800,0.180,5.600,33.620,5.440
10/27/2001,15.270,0.840,5.600,0.090,2.900,33.697,5.150
01/26/2010,11.680,0.840,17.000,0.100,5.100,33.710,6.270
02/02/2002,12.880,0.850,6.700,0.080,5.600,33.472,5.840
02/12/2003,12.420,0.850,7.200,0.160,5.700,33.685,5.400
04/11/2003,12.620,0.850,6.900,0.150,5.200,33.646,5.480
11/06/2005,13.150,0.850,9.600,0.000,4.800,33.651,4.360
07/08/2014,12.650,0.850,6.300,0.140,2.500,33.432,5.460
03/29/2002,11.990,0.860,6.000,0.170,6.000,33.420,5.740
01/18/2008,12.810,0.860,10.500,0.080,7.900,33.614,5.140
06/17/2018,12.770,0.860,10.500,0.180,8.800,33.772,4.090
11/14/2007,10.980,0.870,10.500,0.030,8.500,33.275,5.240
11/02/2015,11.500,0.870,8.400,0.120,7.000,33.440,4.950
01/22/2000,11.340,0.880,16.000,0.060,9.000,33.590,5.100
04/20/2001,10.810,0.880,19.000,0.000,8.700,33.620,4.940
07/23/2006,11.950,0.880,9.200,0.030,9.200,33.393,6.270
01/25/2013,10.600,0.880,16.700,0.010,10.800,33.681,4.070
04/07/2006,12.470,0.890,3.800,0.110,6.300,33.553,6.180
04/16/2015,11.020,0.890,10.800,0.080,9.200,33.435,4.850
04/13/2006,11.560,0.900,4.500,0.170,8.300,33.348,6.510
10/26/2006,11.630,0.900,9.400,0.180,9.900,33.475,6.010
07/21/2013,10.630,0.900,9.400,0.000,9.000,33.399,5.310
07/18/2001,12.600,0.910,7.400,0.260,5.700,33.789,5.490
11/08/2001,12.300,0.910,4.800,0.120,3.300,33.456,6.410
11/03/2004,11.670,0.910,8.000,0.050,8.300,33.463,4.960
02/01/2007,11.650,0.910,10.000,0.160,9.200,33.428,5.570
04/03/2017,12.010,0.910,18.700,0.110,9.700,33.819,3.150
08/07/2011,10.100,0.920,9.000,0.130,11.400,33.580,4.970
08/08/2011,10.170,0.920,9.000,0.150,11.300,33.560,5.050
02/03/2014,11.740,0.920,7.300,0.050,4.300,33.273,5.460
04/22/2003,11.670,0.930,6.500,0.060,6.700,33.334,5.480
05/16/2010,14.560,0.930,8.100,0.130,7.500,33.249,6.070
11/10/2013,16.760,0.930,3.000,0.030,0.000,33.128,5.650
07/17/2014,11.500,0.930,11.800,0.130,9.500,33.552,4.910
04/05/2002,12.230,0.940,8.400,0.100,3.500,33.648,5.420
10/31/2003,11.890,0.940,8.500,0.110,7.400,33.502,5.130
07/17/2004,11.870,0.940,8.800,0.020,4.300,33.901,5.130
11/07/2001,14.310,0.950,3.200,0.060,1.300,33.473,6.390
04/08/2004,12.880,0.950,7.600,0.070,7.100,33.492,4.990
10/22/2006,9.540,0.950,13.600,0.030,12.200,33.151,5.080
01/25/2011,12.660,0.950,9.800,0.070,9.900,33.655,5.110
04/11/2000,11.500,0.960,18.000,0.130,10.100,33.440,3.820
08/09/2011,10.820,0.960,9.000,0.240,10.400,33.421,5.660
07/25/2012,12.010,0.960,10.000,0.230,9.300,33.600,4.540
11/25/2013,10.790,0.960,9.000,0.010,8.600,33.350,5.180
07/24/2016,9.810,0.960,18.300,0.010,8.200,33.378,4.190
08/02/2017,10.980,0.960,13.100,0.010,16.300,33.394,4.430
04/05/2007,9.880,0.970,13.000,0.130,11.500,33.226,5.150
07/13/2002,11.900,0.980,8.000,0.220,7.400,33.404,5.380
07/15/2005,15.470,0.980,9.000,0.380,4.700,33.825,4.510
05/15/2010,14.560,0.980,9.000,0.150,8.400,33.250,6.070
02/12/2012,12.970,0.980,10.600,0.140,8.300,33.609,5.100
07/19/2014,10.680,0.980,20.000,0.120,17.100,33.660,3.750
01/16/2016,10.670,0.980,12.100,0.070,8.000,33.518,4.680
04/06/2019,13.730,0.980,14.900,0.030,8.700,33.982,2.820
07/15/2009,10.450,0.990,15.000,0.000,12.900,33.730,4.890
11/05/2001,16.380,1.000,2.000,0.030,0.000,33.508,5.890
11/06/2001,16.210,1.000,2.100,0.030,0.100,33.505,5.950
01/25/2008,9.540,1.010,15.100,0.000,13.500,33.322,4.490
11/11/2013,16.690,1.010,3.000,0.060,0.000,33.130,5.660
04/12/2014,11.350,1.010,13.400,0.120,9.700,33.652,4.750
07/18/2019,11.740,1.010,8.800,0.010,8.000,33.483,5.220
07/02/2007,9.650,1.020,13.300,0.000,11.500,33.075,5.180
07/22/2009,9.810,1.020,14.000,0.010,13.100,33.430,4.900
05/17/2010,13.760,1.020,11.000,0.170,9.300,33.349,6.090
10/20/2018,16.740,1.020,8.000,0.300,9.300,34.150,3.550
11/11/2010,10.400,1.030,10.900,0.040,13.200,33.444,4.850
07/16/2014,10.600,1.040,20.900,0.090,17.700,33.679,3.730
01/11/2008,11.420,1.050,14.000,0.230,11.400,33.584,4.720
08/14/2008,10.000,1.050,11.000,0.060,9.000,33.760,5.000
07/16/2009,11.280,1.050,11.000,0.240,9.400,33.520,5.060
11/16/2013,10.530,1.050,10.900,0.010,10.300,33.362,4.980
04/05/2015,11.560,1.050,11.400,0.190,10.400,33.629,4.780
11/16/2005,13.710,1.060,9.700,0.050,8.400,33.871,4.730
01/07/2004,13.830,1.080,10.700,0.250,7.500,33.757,4.980
08/23/2008,13.230,1.080,11.000,0.000,6.200,33.580,5.040
05/13/2010,12.410,1.080,12.000,0.200,10.300,33.520,6.110
05/14/2010,12.550,1.080,12.000,0.200,10.200,33.502,6.110
01/12/2013,10.610,1.080,17.200,0.050,11.700,33.695,3.920
07/14/2016,10.010,1.080,15.900,0.030,13.400,33.543,4.450
07/12/2001,10.970,1.090,23.000,0.000,11.500,33.610,4.430
04/04/2007,9.540,1.090,15.900,0.070,14.300,33.374,4.840
11/14/2014,11.450,1.090,12.000,0.310,11.100,33.859,4.520
01/21/2015,10.980,1.090,16.600,0.070,14.100,33.481,4.040
03/28/2008,10.750,1.100,12.000,0.000,13.000,33.390,5.020
03/13/2009,9.390,1.100,16.000,0.010,14.500,33.550,4.680
03/30/2004,11.720,1.120,10.700,0.020,10.900,33.473,4.620
03/29/2014,10.900,1.120,12.200,0.080,8.600,33.597,4.670
01/21/2007,11.030,1.140,12.800,0.250,13.800,33.567,5.260
01/10/2016,10.650,1.140,16.100,0.020,10.800,33.376,4.110
07/08/2002,11.270,1.150,10.500,0.060,10.600,33.447,5.290
08/06/2011,9.510,1.150,14.600,0.070,16.300,33.611,4.500
02/05/2003,10.380,1.160,12.500,0.030,12.000,33.689,4.720
07/29/2009,9.650,1.160,16.000,0.010,15.400,33.500,4.480
04/14/2015,10.130,1.160,17.000,0.020,14.200,33.571,4.230
07/17/2015,12.240,1.160,15.000,0.020,11.900,33.573,3.760
11/17/2016,10.760,1.160,17.700,0.080,14.600,33.346,4.050
07/22/2003,11.550,1.170,12.200,0.040,10.800,33.803,5.000
08/11/2010,9.160,1.170,15.000,0.120,15.000,33.640,4.840
02/11/2012,11.700,1.170,15.000,0.220,13.400,33.640,4.360
11/01/2015,10.490,1.170,14.200,0.060,11.700,33.476,4.400
11/09/2016,10.800,1.170,17.400,0.110,16.300,33.461,3.570
01/09/2017,10.530,1.170,17.400,0.030,16.000,33.641,3.840
01/17/2000,12.230,1.180,22.600,0.000,12.000,33.788,3.930
04/24/2008,11.180,1.190,11.000,0.070,12.900,33.590,5.390
10/28/2008,11.150,1.190,15.000,0.100,13.800,33.540,4.370
08/10/2010,9.120,1.190,15.900,0.110,15.400,33.642,4.770
01/14/2001,10.750,1.200,25.000,0.000,15.000,33.620,3.250
11/06/2015,10.590,1.200,13.700,0.240,7.800,33.504,4.490
01/14/2016,10.030,1.200,16.600,0.060,10.300,33.552,4.440
07/22/2006,10.470,1.210,16.000,0.040,14.000,33.488,5.860
01/18/2007,10.860,1.210,15.000,0.260,15.400,33.591,4.940
08/25/2008,9.290,1.210,19.000,0.000,15.600,33.700,4.530
04/11/2013,9.490,1.210,19.600,0.060,16.600,33.578,4.250
02/02/2014,10.990,1.210,13.000,0.000,8.800,33.370,4.980
01/24/2013,9.890,1.220,25.800,0.010,17.000,33.804,3.140
07/20/2006,10.390,1.230,16.600,0.040,14.400,33.489,5.800
04/19/2011,9.630,1.230,16.200,0.060,16.500,33.629,4.480
02/10/2012,11.600,1.230,15.800,0.240,14.200,33.643,4.300
04/14/2013,9.450,1.230,21.000,0.060,17.000,33.620,4.150
10/27/2006,10.300,1.240,18.000,0.250,16.100,33.561,4.770
03/28/2007,9.220,1.240,20.000,0.000,17.600,33.565,4.430
04/05/2008,10.780,1.240,19.000,0.000,15.900,33.660,4.260
02/01/2014,10.760,1.240,14.200,0.000,9.900,33.407,4.840
02/13/2003,10.460,1.250,13.200,0.050,13.400,33.778,4.580
10/21/2003,11.510,1.250,12.700,0.070,12.600,33.625,4.440
01/25/2010,10.640,1.250,23.200,0.230,14.800,33.754,4.580
04/11/2017,10.190,1.250,17.200,0.010,8.900,34.361,4.190
10/28/2006,10.290,1.260,18.300,0.240,16.400,33.562,4.710
06/28/2007,9.210,1.260,18.800,0.000,17.000,33.148,4.660
04/14/2001,10.250,1.280,29.000,0.030,16.400,33.650,4.240
11/14/2017,9.880,1.280,23.900,0.010,18.600,33.628,2.860
08/13/2010,10.220,1.290,15.000,0.610,15.000,33.398,4.770
07/31/2011,11.630,1.290,17.200,0.170,14.500,33.745,4.040
10/26/2012,11.060,1.290,17.200,0.370,15.900,33.532,4.340
11/04/2004,10.900,1.300,13.800,0.040,13.800,33.603,4.280
01/20/2010,10.520,1.300,24.000,0.240,15.900,33.760,4.390
07/11/2013,9.620,1.300,18.000,0.000,16.400,33.300,4.610
07/24/2012,10.800,1.310,16.900,0.100,17.000,33.672,3.750
07/10/2013,9.590,1.310,18.300,0.000,16.600,33.459,4.590
11/15/2019,10.730,1.310,16.500,0.010,14.600,33.588,4.270
04/12/2003,11.140,1.320,14.200,0.080,12.800,33.719,4.390
01/30/2015,10.850,1.320,16.500,0.050,14.800,33.752,4.190
04/11/2014,10.660,1.330,19.900,0.040,13.800,33.651,3.880
01/08/2001,10.040,1.340,23.000,0.000,14.200,33.590,4.770
04/02/2008,10.500,1.350,21.000,0.000,18.600,33.740,3.830
10/14/2008,10.880,1.350,18.000,0.070,16.700,33.620,3.750
01/15/2009,10.760,1.350,19.000,0.140,17.100,33.660,3.840
08/03/2017,10.290,1.350,21.100,0.000,24.800,33.435,3.610
07/11/2016,9.590,1.360,22.000,0.020,17.200,33.601,3.870
04/15/2019,12.080,1.360,26.300,0.090,12.900,34.102,1.570
11/18/2002,10.660,1.380,14.100,0.110,14.000,33.384,4.620
11/13/2007,10.060,1.380,19.200,0.030,17.100,33.343,4.170
10/20/2008,10.800,1.380,18.000,0.120,17.200,33.630,3.880
01/08/2009,10.650,1.380,20.000,0.020,17.800,33.620,3.920
01/04/2005,12.090,1.390,14.000,0.130,14.000,33.627,3.860
04/10/2002,10.990,1.400,14.400,0.240,13.800,33.669,4.370
01/28/2007,10.180,1.400,20.400,0.130,18.700,33.498,4.630
01/29/2014,9.720,1.400,21.100,0.010,15.300,33.579,4.150
11/04/2015,9.860,1.400,18.600,0.130,11.500,33.542,4.050
01/20/2017,10.270,1.400,23.300,0.080,20.000,33.511,3.120
04/02/2017,11.610,1.400,24.300,0.110,15.100,33.933,2.460
04/25/2008,10.360,1.410,18.000,0.090,16.800,33.650,4.720
11/09/2009,10.620,1.410,20.000,0.170,17.100,33.710,4.030
02/02/2012,10.610,1.410,19.100,0.090,19.900,33.664,3.740
01/22/2013,9.380,1.410,32.000,0.030,19.800,33.970,2.670
11/17/2013,9.640,1.410,19.200,0.010,16.900,33.414,4.140
04/13/2015,9.680,1.410,23.200,0.020,18.000,33.628,3.680
07/14/2002,10.730,1.420,14.400,0.110,14.600,33.444,4.480
07/21/2014,10.210,1.420,25.100,0.010,20.800,33.771,3.270
07/18/2015,11.720,1.420,18.500,0.020,14.300,33.673,3.150
01/06/2017,9.940,1.420,23.200,0.030,19.800,33.652,3.370
07/06/2013,9.250,1.430,23.600,0.000,19.300,33.520,4.240
04/05/2018,15.730,1.430,14.600,0.060,15.500,34.117,2.490
07/17/2004,10.600,1.440,17.000,0.020,9.100,34.063,4.180
01/19/2007,10.110,1.440,21.000,0.070,20.000,33.662,4.220
02/01/2012,10.520,1.440,20.000,0.040,20.700,33.680,3.620
07/03/2012,10.550,1.440,19.000,0.090,19.700,34.102,3.800
04/16/2019,13.310,1.440,24.100,0.100,14.200,34.108,1.300
04/16/2005,11.810,1.450,18.000,0.040,16.800,33.743,3.030
02/08/2006,12.060,1.460,16.200,0.020,16.400,33.627,3.300
01/07/2008,9.970,1.460,22.300,0.080,19.900,33.615,3.770
10/23/2011,11.840,1.460,18.300,0.120,14.900,33.607,4.360
04/17/2000,11.520,1.470,24.000,0.440,13.100,33.560,4.690
01/24/2002,11.000,1.470,13.000,0.260,12.800,33.494,4.760
01/23/2013,9.300,1.470,32.900,0.030,20.800,33.975,2.600
04/22/2003,10.740,1.480,15.300,0.020,14.200,33.417,4.300
10/24/2011,10.520,1.480,22.000,0.000,18.300,33.760,3.440
04/13/2013,9.140,1.480,29.900,0.030,21.000,33.656,3.350
07/19/2019,10.780,1.480,16.000,0.000,14.300,33.564,4.360
01/20/2007,9.840,1.490,22.800,0.050,21.100,33.687,4.020
11/02/2010,10.660,1.490,18.900,0.180,17.000,33.689,3.900
11/21/2014,10.930,1.500,19.000,0.160,15.800,33.602,3.780
11/22/2014,11.340,1.500,16.000,0.380,13.000,33.501,4.020
04/02/2014,10.080,1.510,22.000,0.030,14.300,33.690,3.550
07/24/2015,11.530,1.510,19.800,0.020,15.400,33.767,3.100
01/26/2011,10.560,1.520,20.500,0.120,20.200,33.672,3.640
01/13/2013,9.810,1.530,27.100,0.000,18.200,33.833,2.970
01/15/2005,14.150,1.540,16.000,0.660,13.200,33.873,3.760
05/05/2010,10.780,1.540,17.100,0.500,16.800,33.460,5.350
11/09/2010,9.050,1.540,25.300,0.020,24.100,33.748,3.850
04/04/2012,10.190,1.540,21.900,0.030,23.100,33.678,3.500
04/10/2001,10.010,1.550,38.000,0.000,23.400,33.870,3.660
07/27/2004,11.250,1.550,17.400,0.040,16.400,33.537,3.770
03/15/2009,9.290,1.550,24.000,0.010,21.800,33.670,3.860
01/31/2010,9.690,1.550,24.000,0.090,20.000,33.790,3.600
10/25/2011,10.330,1.550,23.800,0.000,19.500,33.774,3.240
01/20/2015,10.930,1.550,23.800,0.040,19.100,33.531,2.820
10/31/2015,9.730,1.550,22.800,0.040,16.400,33.517,3.790
04/13/2016,9.260,1.550,28.300,0.010,16.100,33.438,3.600
11/16/2016,10.180,1.550,26.000,0.040,20.100,33.410,3.190
01/07/2017,9.480,1.550,27.300,0.020,21.800,33.669,3.210
02/03/2002,10.660,1.560,17.000,0.070,16.600,33.650,4.180
01/23/2010,9.810,1.560,29.500,0.200,20.200,33.796,3.530
01/19/2017,9.820,1.560,28.400,0.070,22.700,33.563,2.780
01/16/2007,9.330,1.570,26.000,0.000,22.500,33.742,3.720
03/29/2007,9.240,1.570,26.200,0.000,22.300,33.714,3.860
10/29/2008,12.120,1.570,10.000,0.190,6.800,33.490,4.670
07/23/2009,9.160,1.570,26.000,0.010,22.300,33.710,3.800
11/21/2009,10.790,1.570,16.000,0.400,15.800,33.570,3.940
01/13/2011,9.910,1.570,23.300,0.050,24.800,33.772,3.230
04/22/2000,10.460,1.580,36.000,0.020,18.700,33.720,3.690
01/24/2010,9.750,1.580,30.000,0.200,20.500,33.800,3.470
08/06/2010,8.800,1.580,28.700,0.040,21.600,33.672,3.700
04/16/2011,9.180,1.580,24.000,0.020,23.400,33.723,3.730
01/31/2012,10.300,1.580,23.200,0.010,23.500,33.723,3.240
11/13/2014,10.900,1.580,21.000,0.080,17.200,33.512,3.390
07/15/2015,11.440,1.580,21.000,0.020,16.200,33.855,2.990
11/09/2015,9.620,1.580,23.500,0.000,14.800,33.584,3.530
11/14/2019,10.430,1.580,22.000,0.030,18.000,33.670,3.760
01/25/2002,10.860,1.590,14.200,0.250,14.000,33.500,4.570
01/16/2008,10.390,1.590,21.800,0.120,20.400,33.631,3.530
07/22/2012,10.190,1.590,23.800,0.000,22.200,33.781,3.020
07/09/2002,9.990,1.600,17.700,0.040,17.500,33.485,4.270
07/17/2009,10.530,1.600,19.000,0.370,17.800,33.590,3.890
11/11/2009,11.820,1.600,22.000,0.140,19.500,33.570,3.540
04/07/2013,8.970,1.600,38.400,0.050,23.400,33.704,2.620
03/29/2002,11.110,1.610,16.700,0.110,16.700,33.475,3.780
01/13/2007,9.130,1.610,27.300,0.000,22.900,33.771,3.650
04/06/2015,10.350,1.610,21.000,0.070,18.500,33.711,3.610
07/09/2005,12.460,1.620,17.700,0.050,14.200,34.116,3.290
01/29/2007,9.570,1.620,25.700,0.020,22.600,33.540,3.770
04/06/2019,13.200,1.620,23.600,0.020,19.300,33.981,1.630
08/29/2008,8.390,1.630,32.000,0.000,24.900,33.910,3.660
08/03/2009,8.650,1.630,31.000,0.010,25.000,33.850,3.650
02/08/2012,10.390,1.630,22.700,0.210,20.500,33.709,3.470
07/23/2012,10.050,1.630,26.000,0.000,23.100,33.850,2.720
11/20/2014,10.790,1.640,21.000,0.130,17.400,33.817,3.470
07/20/2019,10.540,1.640,19.000,0.000,16.400,33.620,3.990
06/29/2007,8.440,1.650,30.800,0.000,24.200,33.305,3.840
11/01/2010,10.280,1.650,23.000,0.060,19.600,33.790,3.470
08/03/2011,8.630,1.650,28.000,0.030,26.000,33.687,3.490
07/11/2012,10.280,1.650,23.500,0.090,22.300,33.977,3.110
04/03/2014,9.760,1.650,27.000,0.030,16.600,33.840,3.110
07/15/2014,9.800,1.650,31.100,0.000,24.600,33.865,2.800
01/14/2007,8.910,1.660,29.000,0.000,23.500,33.813,3.550
03/31/2008,9.710,1.660,28.000,0.000,23.500,33.890,3.260
07/27/2009,8.870,1.660,29.000,0.000,25.000,33.830,3.710
04/23/2013,9.560,1.660,32.000,0.000,19.900,34.010,2.520
01/16/2015,10.270,1.660,27.800,0.010,21.200,33.636,2.710
04/11/2015,9.540,1.660,28.900,0.020,20.800,33.686,3.000
10/29/2006,10.070,1.670,25.400,0.030,22.500,33.590,3.550
05/03/2010,9.490,1.670,22.300,0.320,20.200,33.575,4.520
01/28/2012,10.160,1.670,25.700,0.000,25.100,33.772,3.040
01/19/2015,10.740,1.670,26.700,0.040,20.700,33.583,2.550
03/12/2009,8.500,1.680,32.000,0.010,25.700,33.880,3.560
01/16/2010,9.160,1.680,38.000,0.220,24.700,33.950,2.480
